-0.14622,0.7459,-0.64981
0.26595,-0.84259,-0.46832
-0.60274,-0.29177,0.74268
0.72395,0.24962,0.6431
-0.75219,-0.50743,-0.42039
0.50967,0.74703,0.42682
-0.71779,-0.66179,-0.21634
0.21148,0.24826,0.94533
-0.8375,0.31096,0.44934
0.80291,-0.339,-0.49031
-0.74443,-0.36477,0.55925
0.41541,0.57407,0.70561
-0.33233,0.54475,0.76994
-0.76048,0.081877,-0.64418
-0.80637,-0.52224,-0.27754
-0.43748,-0.87686,-0.19935
0.34428,0.90391,0.2538
-0.41877,-0.85411,-0.30843
-0.45354,0.88315,-0.11982
0.45828,-0.67683,-0.57609
0.82972,0.031775,-0.55727
-0.54572,-0.80478,0.23349
-0.43538,-0.46824,0.76889
-0.67297,0.72331,-0.15469
-0.97445,0.13627,0.17857
0.74086,0.44794,-0.50048
0.6092,0.69224,0.38688
-0.82465,0.39119,0.40856
0.40294,0.89132,0.20782
-0.39311,0.90459,-0.16488
-0.91561,0.01789,0.40168
-0.83881,0.21941,0.49825
0.97508,-0.17682,0.13398
-0.69083,-0.64562,0.32548
0.73492,-0.48726,-0.47167
0.9887,-0.079342,-0.12718
-0.89486,-0.41165,0.17254
0.66654,0.20962,0.71539
-0.72923,-0.38232,0.5675
-0.81754,0.20385,0.53859
-0.93924,-0.30922,0.14903
0.10741,0.71715,0.6886
-0.6086,0.2137,-0.76415
0.34892,0.093684,0.93246
-0.74227,-0.11524,-0.66012
0.50032,-0.78479,0.36578
-0.80826,-0.2721,0.52219
-0.16734,-0.7298,0.66287
0.38944,-0.88445,-0.25705
0.13786,-0.19928,0.9702
0.53484,0.78953,0.30098
-0.46973,0.87975,-0.073426
-0.79001,-0.61068,-0.054422
0.93499,0.13162,-0.32935
0.73757,0.63394,0.23262
0.48897,0.86477,-0.11436
-0.42976,0.78751,0.44174
0.30516,-0.20184,0.93067
-0.057032,-0.7724,0.63257
-0.33304,-0.87123,0.36062
-0.29119,0.78527,0.54641
0.7292,-0.10135,-0.67676
0.19998,0.81964,0.53684
0.71342,-0.48285,-0.50782
-0.88404,0.018378,-0.46706
0.1077,-0.87309,-0.47551
0.97145,0.11096,-0.20967
-0.73243,0.29461,0.6138
-0.81846,-0.025411,-0.574
-0.21522,0.92522,-0.31248
0.83253,-0.39931,-0.38398
0.25991,-0.40772,0.87533
0.89421,-0.43006,0.12427
-0.16099,0.93032,-0.32953
-0.45141,-0.26725,-0.85135
0.36685,-0.17791,0.91311
-0.18003,0.68477,-0.70617
0.089211,-0.97914,-0.18253
-0.99255,-0.032787,0.11732
-0.48815,0.041006,0.87179
-0.0086752,0.025707,0.99963
-0.052052,-0.87269,0.48548
-0.60417,0.6707,-0.43028
0.73087,0.56886,-0.37712
-0.16644,-0.96565,0.19955
-0.3774,-0.84883,-0.3702
-0.087372,-0.98427,-0.15355
-0.75485,0.020352,-0.65558
-0.91889,0.36012,0.16109
-0.91379,0.14314,0.38012
-0.98884,0.14878,0.0079722
-0.86279,0.11147,0.49312
0.85382,-0.107,-0.50945
-0.92469,-0.31767,-0.20986
-0.48314,0.75411,-0.44486
0.0619,0.7844,-0.61716
-0.12046,-0.77319,-0.62263
0.54865,0.51648,-0.65744
-0.77466,-0.27671,0.56862
-0.52434,0.78543,-0.32889
-0.55633,-0.7817,0.28185
-0.63701,-0.752,0.16949
-0.5901,-0.71177,-0.381
-0.27102,-0.9439,0.18868
-0.087616,-0.99601,0.01716
0.77925,-0.62671,-0.0018115
0.9846,0.13084,0.11596
-0.27641,-0.44207,-0.85333
0.92552,-0.34983,0.14504
-0.20782,-0.11394,-0.97151
0.24845,-0.95754,-0.14625
-0.89574,0.41804,-0.15127
-0.23955,-0.05122,-0.96953
0.10344,-0.51657,0.84997
-0.31284,0.948,0.058603
-0.1226,-0.83492,0.53654
-0.83191,0.47646,-0.28446
-0.92083,-0.35957,0.15094
-0.31131,-0.3819,0.8702
0.23637,0.0002683,0.97166
0.033657,-0.058814,0.9977
0.33922,0.48621,-0.80532
-0.20468,0.094468,0.97426
0.54544,-0.13744,0.82681
-0.5455,-0.83407,-0.082245
0.17125,0.98145,0.086171
-0.7717,-0.32786,-0.54497
0.21422,0.47761,0.85206
0.25334,-0.19993,0.94649
-0.91282,0.061094,-0.40376
0.74358,-0.2704,0.61153
-0.53122,-0.41647,-0.73781
0.90881,0.408,0.087234
0.21491,0.91329,0.346
0.38194,-0.79885,-0.46472
0.017124,-0.70122,0.71274
-0.24241,0.65099,-0.71934
-0.88876,0.26804,0.37184
-0.096213,0.47884,-0.87262
-0.6482,-0.54984,0.52679
-0.63005,0.46066,-0.62516
0.08331,0.1492,-0.98529
-0.49114,-0.46815,-0.73459
0.66535,0.7462,0.022121
-0.36553,-0.88644,0.28392
-0.62097,0.67946,0.3908
-0.18682,-0.57111,-0.79933
0.71219,0.15009,0.68575
-0.038701,0.4052,-0.91341
-0.27834,-0.020481,0.96026
-0.66233,-0.26126,-0.70218
-0.14026,0.98956,0.033271
-0.41528,-0.30668,-0.85644
0.93471,0.35522,-0.011964
0.32441,-0.77281,0.54546
-0.38359,0.0069318,-0.92348
0.91677,-0.37455,-0.13871
0.54797,0.4966,-0.67314
0.882,0.43404,-0.18355
0.83503,0.54155,-0.097244
0.1121,-0.42185,0.89971
-0.88084,-0.44585,-0.15915
